Song,Uri,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Sunburn,6ppDvLfqpNsoi1Gv10hr9F,DROELOE,0.694,0.726,0,-7.297,0,0.0322,0.12,0.00258,0.215,0.451,105.968
"That's My N**** (with Meek Mill, YG & Snoop Dogg)",3i1B1PnsfnOQPGVIzhf1lr,Meek Mill,0.723,0.732,11,-5.514,1,0.0864,0.11,0.0,0.484,0.503,104.991
Min väg,5ai0EzaWfDuFnYAhx2gAK4,SINAN,0.621,0.637,9,-6.078,0,0.0653,0.413,0.00051,0.109,0.305,105.991
Lord Knows (feat. Tory Lanez),57hCSu4zMTdnSum7NBL1Ye,Meek Mill,0.434,0.695,10,-7.464,0,0.485,0.0168,0.0,0.834,0.16,167.309
Blue Notes,7Gs3otHnZDq514kFHf0nx7,Meek Mill,0.515,0.431,4,-8.251,1,0.257,0.665,0.0,0.147,0.184,141.392
I Follow Rivers - The Magician Remix,40ogYHQCVmrUJ2jCiM2odT,Lykke Li,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019
Intro,3EQ9QP2E7wjYQba8OSPBst,Meek Mill,0.678,0.76,1,-5.546,1,0.221,0.0557,0.0,0.359,0.24,96.044
Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,The Weeknd,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584
Friday Night,6OcmR7F2v1WDGP5x76zJmN,Burak Yeter,0.79,0.67,6,-6.048,1,0.0339,0.21,6.43e-05,0.0785,0.712,98.009
Shameless,6C6fHTuFUxVtJpBOOaMvJr,The Weeknd,0.603,0.563,6,-8.313,1,0.027,0.147,0.0,0.109,0.234,100.06
Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,The Weeknd,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17
Hurt You,6QdnKD1zwEgyOWtkrdzlOF,The Weeknd,0.476,0.718,5,-7.227,0,0.149,0.263,0.00261,0.109,0.361,183.932
Wasted Times,72TyiiduRmczEbDIEtKQdR,The Weeknd,0.562,0.674,10,-6.049,0,0.0851,0.622,2.04e-05,0.111,0.293,122.699
Sign of the Times,5Ohxk2dO5COHF1krpoPigN,Harry Styles,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972
Lying Down,7ngXceNZQmBg13x74YCocu,Céline Dion,0.467,0.483,3,-6.167,0,0.0291,0.348,0.0,0.227,0.162,74.995
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),2v5JTeM6hSmi5wWy7jiwrI,Lil Peep,0.741,0.845,5,-3.568,0,0.0381,0.15,0.0,0.174,0.926,129.939
Bad Romance,0SiywuOBRcynK0uKGWdCnn,Lady Gaga,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001
gone girl,6G0FACzGN80Dj2v4ass5rq,iann dior,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956
No Church In The Wild,7r6PigmGzlB3YPB7wvBBbi,JAY-Z,0.654,0.75,8,-7.509,0,0.105,0.244,0.0178,0.167,0.557,92.773
Run This Town,7LR85XLWw2yXqKBSI5brbG,JAY-Z,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844
Ni**as In Paris,1auxYwYrFRqZP7t3s7w4um,JAY-Z,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022
Ain't Gonna Die Tonight (feat. Eric Nally),1FgmP7AOTcn7MGYmImj0kn,Macklemore,0.687,0.768,7,-5.579,0,0.14,0.232,0.0,0.118,0.865,81.977
"The Island, Pt. 1 (Dawn) - Skrillex Remix",0jSvm9INXBdV6fzFbONmD7,Pendulum,0.667,0.747,9,-6.665,0,0.122,0.0333,0.00112,0.362,0.59,75.028
Where Them Girls At (feat. Nicki Minaj & Flo Rida),7ks6AZmFcm3Y6PGGxGSmlB,David Guetta,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,7LqjznQwfrax7MjQXmxqdQ,Jennifer Lopez,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0
Crossfire,5lJH3o6AFW9Aig1CdRdAF1,Stephen,0.323,0.558,5,-5.292,0,0.337,0.459,2.81e-06,0.676,0.199,73.552
Remembering Myself,1bxC2M337HfYDOr6Dx5rlW,Stephen,0.6,0.782,9,-3.033,0,0.187,0.168,0.0,0.0443,0.494,149.877
Styroxista rakennettu talo,1mg5ItPmjY3mHUpYsG188S,Pyhimys,0.557,0.689,6,-7.318,0,0.0494,0.295,0.000992,0.122,0.215,83.94
Kas vain,0IP81iEAzRhYcWEnV83Hnu,Pyhimys,0.583,0.758,9,-9.742,0,0.0435,0.141,0.0375,0.127,0.208,85.018
Optinen harha (feat. Ellips),0hEsgkCeJYDkNykpM8CCjE,Pyhimys,0.58,0.703,5,-7.889,0,0.0558,0.233,0.000433,0.169,0.819,82.647
Ime huiluu,5f53KK6fW02pSKbkxlFVhI,Gasellit,0.803,0.878,9,-4.602,1,0.0811,0.0366,4.46e-06,0.334,0.577,125.005
Spaceships,1Szod3mLKHywl09AOy08Xc,AREA21,0.441,0.766,6,-5.921,0,0.0533,0.0181,1.6e-06,0.509,0.52,150.054
Glad You Came,7xHfguzndSR2jOpMxzqh3r,AREA21,0.655,0.804,8,-5.288,1,0.0798,0.0605,0.000535,0.381,0.399,104.95
HELP,3ey7v4OxmWKgp8ynQnk4XW,AREA21,0.665,0.459,8,-9.867,0,0.161,0.212,0.0,0.0919,0.525,137.633
We Did It,6RH49kOurGNl02pT2iKOOp,AREA21,0.576,0.733,7,-5.278,0,0.0288,0.00135,0.000215,0.107,0.551,150.12
Girls,53px9hATIRtXWwGGLK1pCy,AREA21,0.736,0.571,8,-5.5,0,0.252,0.0409,0.00518,0.407,0.38,137.089
Wizard,2tALSDYiJy9a1ZxZaee8J4,Martin Garrix,0.575,0.913,7,-5.019,1,0.067,0.00704,0.733,0.591,0.222,127.944
Golden Pineapple,2hNzhAJqtVIHlcTwmPJFf0,Jay Hardway,0.667,0.948,9,-4.149,0,0.104,0.000696,0.973,0.151,0.323,125.973
EDM Bubble,5wlscxWc7OyrsE22xToo1N,Jay Hardway,0.63,0.839,6,-3.971,0,0.0422,0.0313,0.537,0.122,0.624,127.98
Spotless,3lBoISh2FvtpdQt1lsU9nN,Martin Garrix,0.517,0.828,8,-5.648,0,0.0482,9.69e-05,0.841,0.411,0.0605,128.077
No Guidance (feat. Drake),7FEwp8BavoEVE3AnxJDchc,Chris Brown,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932
Sekaisin Sarasta,5jz1gJQGqUBvZrfNoaw3tG,Lucas,0.664,0.656,8,-4.7,0,0.0273,0.0178,0.0,0.0984,0.263,96.05
Panini - DaBaby Remix,4SDgTLDYrJ2UrHbkRkg7MD,Lil Nas X,0.717,0.598,5,-5.613,0,0.0809,0.22,0.0,0.122,0.496,153.905
Moonlight,0JP9xo3adEtGSdUEISiszL,XXXTENTACION,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009
T-Shirt,2HgGPga67UQXWW2JLuYE6E,Migos,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023
Mercury: Retrograde,2Vc6NJ9PW9gD9q343XFRKx,Ghostemane,0.831,0.814,2,-7.364,1,0.42,0.0598,0.0134,0.0556,0.389,156.985
Red Roses - LIOHN's Tokyo Drift Remix,5LIX0JWid6ASLhAikVo3Ah,Lil Skies,0.744,0.63,10,-6.409,1,0.169,0.178,0.0,0.115,0.647,140.049
Rip X,0RzAihLqsEg9Qcm4pfPbG2,iamjakehill,0.693,0.434,1,-9.366,1,0.193,0.418,0.0,0.338,0.685,63.033
Death Note,310YHyec9UxRfn30XRje5J,Lil Gnar,0.762,0.709,11,-5.333,1,0.337,0.141,0.0,0.0798,0.537,174.041
My Last Words,0hsl5A7PsMB5i4alm7ozIu,Dax,0.73,0.789,5,-5.424,0,0.311,0.487,0.0,0.11,0.513,150.2
F.N,0RLLvYBopDwooCyvnTwgYu,Lil Tjay,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1
DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,Usher,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963
La La La (feat. Wiz Khalifa),06cHfRigADx8K8oyvQUZTu,Dorrough Music,0.775,0.729,10,-7.005,0,0.0765,0.182,0.0,0.0802,0.588,147.994
Worth It,4XiGKQqbmnMVxDzUj6j3f2,YK Osiris,0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936
3 Nights,1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891
Huuda!,4awkMNWVKjEwMtXO198g32,Haloo Helsinki!,0.627,0.87,11,-5.626,0,0.0452,0.00382,0.0,0.158,0.661,107.983
bad vibes forever,03eJ2DclFWXYU8GWgANdmZ,XXXTENTACION,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874
Let Me Know (I Wonder Why Freestyle),3wwo0bJvDSorOpNfzEkfXx,Juice WRLD,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028
Shotta Flow 3,0OsYwz3SCLD98IvWfdLeRQ,NLE Choppa,0.724,0.716,8,-5.258,0,0.385,0.00843,0.0,0.892,0.812,128.026
Se jonka mä päästin karkuun,0xr8v0qpgthBynnQlqbj6M,Erakossa,0.715,0.748,0,-5.142,1,0.0366,0.0868,0.0,0.227,0.681,121.265
KIRPPARINARKKARI,5NfAar0BNgs9O9FFDUvoZS,ibe,0.907,0.569,1,-6.797,1,0.143,0.265,0.0,0.118,0.227,120.03
KUU-UKKO,2nv10rLgB1pQRFQQVtuao3,ibe,0.882,0.394,8,-10.794,1,0.282,0.437,0.000162,0.0922,0.331,131.995
Armo,0Mzy06kcP4PlpGD3P74OWg,Apulanta,0.393,0.754,8,-5.083,0,0.0335,0.000242,0.0,0.102,0.389,74.474
TÄN KAA (feat. BIZI),2grPzYoVE4j93M7JzZqHSp,Cledos,0.949,0.623,8,-6.746,1,0.114,0.00491,0.000452,0.101,0.587,101.998
Made in Italy,2tWJ4xejt3w4sjrUuULuYo,Cledos,0.777,0.835,7,-5.497,1,0.134,0.116,1.29e-06,0.128,0.665,82.509
Töis (feat. Deezydavid),6fJ2AvT8mPihdVIMU51VQ6,Cledos,0.774,0.734,1,-4.912,1,0.262,0.237,0.0,0.0818,0.306,130.374
BINGO!,0UZFuM9XJZICs2qmO6IO2G,Cledos,0.857,0.738,11,-5.025,0,0.246,0.032,0.0493,0.287,0.586,139.046
Fendi Jeans,41L2mZA1Gv3tGkahuKXE6M,Cledos,0.752,0.283,1,-9.582,1,0.152,0.413,0.00321,0.112,0.323,119.027
Marvel,428hcBIzHGmj9trieTLgAq,Cledos,0.791,0.628,1,-4.135,1,0.166,0.0674,0.000305,0.107,0.291,133.862
Vintage Chanel,7ewnHAx4yS1YS1tKUXJ2f8,Cledos,0.816,0.83,2,-7.063,1,0.228,0.00108,0.000314,0.326,0.776,160.039
Mä,4X6nOtSUnQZi8dybVo3GXj,Cledos,0.821,0.848,10,-3.981,1,0.187,0.236,0.323,0.169,0.86,136.025
Swipe,4MQ7qqL6vq5hDd43Q7gXdd,Cledos,0.841,0.878,5,-5.025,0,0.205,0.39,0.000131,0.19,0.83,133.004
Töis,5Ul9s4aYIK28zX14v8TTeX,Cledos,0.725,0.735,0,-4.912,0,0.299,0.237,0.0,0.0815,0.294,130.072
VOLKSWAGEN,6Hh3b626cGBkr2ZBxvLnAr,MELO,0.89,0.712,1,-10.201,1,0.231,0.00233,0.0,0.0864,0.93,149.987
Tonnin Stiflat,5a9KOMsfgUGNkPy3jScRA2,ibe,0.725,0.542,10,-10.009,1,0.141,0.0306,1.46e-06,0.131,0.391,171.968
Paranoidi,2XVVJxB1KN7gP9x0erJQeN,ibe,0.838,0.561,5,-9.341,1,0.0759,0.153,0.000265,0.0918,0.788,144.912
39N,4bzyb1M5haVd3cclfn4lta,ibe,0.836,0.552,5,-9.738,0,0.204,0.137,4.96e-05,0.146,0.673,165.975
EDGY,50vM3juwVWB5YOd5dqibSo,ibe,0.889,0.517,9,-9.085,0,0.0517,0.0447,0.00021,0.0944,0.616,143.998
Cudi,1GqpXOBzLc4nAGFhZBvaob,ibe,0.751,0.51,7,-11.726,0,0.0899,0.0226,7.65e-05,0.0643,0.701,155.069
Kendama,7A2h7QW0njdFi1mQtVnMGH,ibe,0.787,0.491,5,-9.531,0,0.0792,0.41,4.61e-05,0.171,0.308,139.991
Stadi On Kylmä,6CerBKFjYmubYtdj6GLFgL,ibe,0.885,0.6,4,-10.064,0,0.0983,0.333,0.00419,0.682,0.609,126.014
Ibelius,06ptJKiO5D29x7rAewISEW,ibe,0.355,0.103,6,-17.022,0,0.0377,0.906,0.00149,0.0968,0.207,169.965
KERRO MULLE,6rTg6fdDfdF0rjMLr3EbDf,ibe,0.685,0.555,8,-10.806,0,0.043,0.0606,0.0167,0.335,0.555,149.949
SUDET,5LQWtoQrSpxoLR2DU7hFRf,ibe,0.786,0.578,4,-7.314,0,0.0455,0.247,0.743,0.143,0.14,145.011
MUOTOKUVA,6YCaUL6EQpe8iqat8JiU49,ibe,0.823,0.655,9,-7.56,0,0.151,0.357,0.000608,0.0507,0.873,148.48
ONLINE - OFFLINE,23jUx2YnPrNelGNd5W6at3,ibe,0.94,0.365,0,-10.976,1,0.0664,0.307,0.00631,0.088,0.403,130.004
NONSENSE,4kIMCqa9EzSqmvjfVkoczP,ibe,0.849,0.472,9,-10.03,1,0.264,0.0301,0.00654,0.0681,0.913,156.024
Keskusteluja,3vkUjiFYLUicWjrEF8sXlk,ibe,0.704,0.728,9,-8.482,0,0.104,0.00507,2.02e-06,0.0813,0.594,77.541
Rakastuminen,3H13hnucLcMQvkYC2UTm8i,ibe,0.718,0.543,10,-8.084,0,0.0898,0.193,0.0,0.0866,0.555,139.996
HEI,64oHn1RIiDu4kvffwzoMXD,ibe,0.507,0.624,6,-9.761,1,0.412,0.407,0.0,0.131,0.525,101.066
Oma iTT3s,3kHCVkXavqxO1j9wJqbB8k,ibe,0.483,0.591,8,-8.453,0,0.123,0.145,3.94e-06,0.0806,0.801,174.509
Vika Päivä,7blash3JAL58edj0yuaUjW,ibe,0.879,0.64,8,-7.459,0,0.105,0.143,8.35e-05,0.0782,0.688,128.018
Monologi,18CHfXjm2JZtIFlxYVz2Sq,ibe,0.831,0.29,11,-10.556,1,0.416,0.261,0.038,0.109,0.233,118.163
Äänii,7qCT0FQxJYTzpUyoC10GEQ,Mouhous,0.795,0.746,11,-5.702,1,0.0543,0.0156,0.0,0.0643,0.839,124.913
Likaset Vansit,2TvEe9idW8qbVBLiYI1n6l,Mouhous,0.584,0.535,1,-6.207,0,0.0563,0.295,0.0,0.217,0.5,169.954
Tonight (I'm Lovin' You),79R98MwYRcQZdAzjjzUbiX,Enrique Iglesias,0.651,0.884,0,-3.986,0,0.0533,0.0242,5.36e-06,0.202,0.285,125.941
Lalala - Remix - [feat. Enrique Iglesias & Carly Rae Jepsen],4XZIuf6EJw8HKOkRC9Jlj4,Y2K,0.871,0.417,9,-7.864,1,0.0781,0.18,0.0,0.103,0.524,129.952
TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,DaBaby,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004
We Are Not the Same,0ThoRrB0xQHnBRcosHoYFW,Young Roc,0.859,0.179,7,-10.199,0,0.139,0.0333,0.0107,0.324,0.0806,135.001
ORANGE SODA,6b5fPdo7XNZrwcTASG1hK7,Baby Keem,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042
Fuck It up (feat. Yg),4rr19p6NPfg8oUazZQnkS8,Kamaiyah,0.634,0.669,0,-7.369,1,0.0682,0.432,0.0,0.552,0.431,98.044
Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,JAY-Z,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585
If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801
Ayy Macarena,6LcauUZjF1eXQrgqMUecHX,Tyga,0.816,0.629,2,-5.568,1,0.226,0.133,0.0,0.0692,0.714,96.493
Juicy,7qvsl2pYzrsYgPeFBN5jxp,Doja Cat,0.786,0.658,0,-2.61,1,0.0661,0.0856,0.0,0.0689,0.458,170.037
Lottery (Renegade),4dZTZbmJBCCofAExHwefda,K CAMP,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964
Candy,1VJwtWR6z7SpZRwipI12be,Doja Cat,0.689,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876
Epäröimättä hetkeekään,6efE8dnOMEq6omfJK96lCM,Elastinen,0.47,0.669,8,-8.087,0,0.0728,0.0349,0.0,0.755,0.345,92.99
No Time To Die,73SpzrcaHk0RQPFP73vqVR,Billie Eilish,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537
Sukupuuttoon,3lDA67ufRf39P2P7SqK6Cf,Nelli Matula,0.345,0.671,5,-5.286,1,0.0404,0.0863,2.03e-06,0.0947,0.16,185.741
Hitaasti,3t37QkiFveNron3awrhj6C,Evelina,0.435,0.591,8,-5.117,1,0.0543,0.219,2.15e-06,0.17,0.396,95.578
Physical,5px6upUHM3fhOP621Edp4V,Dua Lipa,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962
Stupid Love,2kJu14V7hbZw3I4K8L8SXb,Lady Gaga,0.676,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.796,117.973
death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,Powfu,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026
beibs in the trap,0ESJlaM8CE1jRWaNtwSNj8,Travis Scott,0.743,0.571,7,-6.054,0,0.145,0.24,0.0,0.291,0.495,119.054
Doubt,57yL3161hUMuw06zzzUCHi,Twenty One Pilots,0.719,0.645,2,-6.141,0,0.0358,0.121,0.00316,0.362,0.69,123.02
Superstar,3oobWqIgYrSRg18uqRuPIF,Jamelia,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01
All You Wanna Do,1U0hiOuodfSsxdcTYXGEdT,SIX,0.738,0.532,11,-7.967,0,0.187,0.302,0.0,0.0855,0.596,143.991
Tunnel of Love - Remix,7fDKNpxKgp9KsDoDFCN08w,ilyTOMMY,0.825,0.845,5,-8.201,1,0.169,0.265,0.0,0.0967,0.786,160.004
No Bitch,6hx8VIXvCkgqYaaYYtLHGv,Young Curt,0.878,0.483,1,-9.748,1,0.382,0.0288,0.0,0.144,0.532,100.009
All The Time 2,70nCo80jsbSeGtQWiUGajl,Wintertime,0.879,0.268,1,-12.133,1,0.333,0.805,0.0187,0.102,0.036,114.928
Did Too Much,6CjXprEeDRVgH09AqkhGN7,LLusion,0.973,0.473,2,-15.278,0,0.462,0.415,0.962,0.114,0.502,115.035
stupid,4k3uABcX9iaGlt5pRJhumi,Tate McRae,0.673,0.58,0,-6.029,0,0.0416,0.0692,8.52e-05,0.186,0.257,95.989
Stop Snitchin,5IjRKZlpKVBBRn0COL7pik,YG,0.842,0.743,7,-4.43,1,0.329,0.00531,3.69e-06,0.151,0.622,180.917
Yes Indeed - Gypsy Woman Mix,7bTXFmcdZuWNZ6R7JhsQCk,Freddo,0.957,0.334,1,-9.464,1,0.274,0.00989,0.0,0.0519,0.779,128.98
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),74fV8TuLZKVzSIOOGu8wwI,Polo G,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034
dork,1izX2DJ0C4ULbe6ptR9Nz3,Sueco,0.753,0.538,10,-10.704,1,0.31,0.2,2.89e-05,0.153,0.607,84.034
Shop,4aMrd3aAnuVgGbwdmAQWY4,Toby Fox,0.696,0.301,8,-12.647,1,0.032,0.984,0.624,0.17,0.848,154.929
Attention,2nKIgJjtaf2SMMkNBEMy59,Todrick Hall,0.859,0.908,1,-6.086,1,0.131,0.355,0.0,0.202,0.818,134.946
Hello?,7qwt4xUIqQWCu1DJf96g2k,Clairo,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732
Mr. Clean,5GxnROd93Y7NGt2ci0TwBw,Yung Gravy,0.758,0.701,9,-6.053,1,0.162,0.685,6.22e-06,0.114,0.626,106.74
Cha Cha,1vvBUZseJ7fwYPX1NedOLd,Freddie Dredd,0.792,0.698,1,-6.364,1,0.172,0.489,0.0788,0.127,0.751,129.971
Boys,1du4tPkvJfCIuVL6WMtqSs,Lizzo,0.892,0.588,1,-4.287,0,0.11,0.00319,0.000162,0.0498,0.753,120.042
My Way,0ChBY4SDZOrsfRCRiXAVXz,Queen Key,0.846,0.809,11,-3.076,0,0.336,0.0761,0.0,0.082,0.512,140.011
Make You Mine,5iFwAOB2TFkPJk8sMlxP8g,PUBLIC,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014
Shake That,2eu608m4mmh5aBVzxpEI0W,Foe G4ng,0.933,0.751,9,-5.234,1,0.305,0.131,0.0,0.195,0.902,130.068
Pull Up,40k1FQUvcnSUkP0djIxpdA,Luh Kel,0.803,0.569,1,-6.366,1,0.0705,0.0957,0.0,0.0976,0.26,95.009
Wiggle It (feat. City Girls),3aFJuEqwuvZRjWULDr0rEx,French Montana,0.79,0.777,10,-4.697,0,0.043,0.0107,2.01e-05,0.153,0.581,101.939
Walls Could Talk,5ln5yQdUywVbf8HhFsOcd6,Halsey,0.626,0.423,1,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162
Savage,7etMQcaePrVdqfGMysewsn,Ocean x KungFu,0.936,0.457,4,-11.484,0,0.329,0.107,0.0,0.0692,0.841,129.937
Doin Too Much,3O2gpEXz5HZ5uTxeeRE1M1,Kash Doll,0.845,0.446,7,-9.866,1,0.365,0.00272,0.000432,0.328,0.801,160.091
CITY OF ANGELS,6ap9lSRJ0iLriGLqoJ44cq,24kGoldn,0.686,0.541,0,-4.993,0,0.0493,0.042,0.0,0.0675,0.724,120.082
Bussin,2OBot5OpoT4deri6VkYCyW,Tay Money,0.858,0.519,0,-9.02,0,0.208,0.45,0.0,0.0884,0.752,148.087
SIX'FO,1mLOZqjlHKf7jFByx9GZzH,ZaeHD & CEO,0.772,0.367,5,-11.785,0,0.594,0.0294,0.0,0.129,0.568,143.278
Liar,53yWQ1FObrwPlVYCZdR6es,BigKlit,0.883,0.492,7,-12.118,1,0.354,0.339,0.0,0.166,0.59,94.959
Woah,3Ypkw5218Z6DiROXjH3ztk,$wave,0.935,0.336,9,-12.571,1,0.387,0.0632,0.0,0.0649,0.837,132.013
I Touch Myself,5WAdxow8ofiTbUyt05Wiil,Scala & Kolacny Brothers,0.575,0.384,8,-7.588,1,0.0277,0.971,0.894,0.0852,0.231,131.986
A Pimp Named Slickback,7ustFhD1fEU0xGfOxcLcqw,Lakim,0.679,0.852,10,-3.695,0,0.208,0.257,0.422,0.237,0.766,140.022
SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,Joji,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964
Boys Will Be Bugs,67EUBsc4qosGOVbaYy6TeX,Cavetown,0.608,0.528,1,-11.722,1,0.0338,0.00387,1.4e-05,0.106,0.454,89.221
Daddy (feat. Rich The Kid),6XkLPzkKzPhpr3hrvl1TUq,Blueface,0.864,0.598,11,-8.076,1,0.238,0.0673,0.0,0.154,0.464,107.93
Make His Pockets Hurt,5Nx2QZThD1q2guJ5endUGm,Lil Kayla,0.931,0.684,11,-4.02,1,0.134,0.0141,0.0,0.0588,0.269,101.98
Face Like a Model,1RjNr5MVvH4QIYGXt2FXSI,Tre Coast,0.806,0.561,10,-11.12,0,0.102,0.383,0.0,0.0953,0.484,97.912
Skeezy Treesh,4I4aYJBSblRobrC6TqFGBk,3NIGMA,0.586,0.747,11,-5.37,1,0.252,0.0552,0.0,0.387,0.47,78.246
What If I Told You That I Love You,3cqPu20DGTGUoZtbJH2Dmi,Ali Gatie,0.596,0.366,7,-11.144,1,0.115,0.63,7.04e-06,0.0554,0.229,84.394
Cannibal,6bmw3whbG7FBQojQPFk52l,Kesha,0.713,0.675,1,-4.632,1,0.0947,0.00859,0.0136,0.0506,0.592,129.963
You Broke My Heart Again,3jZDWsoxRHzzp3DYV8qeXE,Teqkoi,0.55,0.143,3,-15.685,1,0.241,0.956,0.0,0.195,0.224,74.918
Ready or Not,5xvUgoVED1F4mBu8FL0HaW,Bridgit Mendler,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043
My Heart Went Oops,3Nhfs2Cx7z2JWHetYkzSfO,Tiagz,0.962,0.412,1,-11.288,1,0.608,0.12,0.0,0.0904,0.506,121.037
Working Bitch,7g7w2WUpLcqsqH2M9XR7ZF,Ashnikko,0.928,0.392,3,-7.537,0,0.0563,0.0374,0.0,0.107,0.454,102.023
Boys Ain't Shit,6vzLbfskWigBsCzNdB0kfE,SAYGRACE,0.826,0.615,1,-4.729,0,0.137,0.435,0.00631,0.334,0.841,102.999
Førsterekka 2020,5vwnGfnh0zrjbKKRNFiSMg,Ringnes-Ronny,0.78,0.667,11,-8.594,0,0.105,0.0483,1.55e-05,0.0716,0.546,154.992
Bad Boy,1dtTRXifeGC51adYy0902s,Yung Bae,0.861,0.82,1,-4.807,0,0.0728,0.032,4.76e-06,0.0706,0.781,118.04
Crimewave,3yQFmN8A5S8Kf1nUJuvb01,Crystal Castles,0.746,0.691,4,-7.533,0,0.0403,0.184,0.0259,0.205,0.888,119.982
fast,1FOINGDWa0dPgCpMabLT4Y,Sueco,0.861,0.599,7,-7.814,0,0.217,0.182,0.00855,0.102,0.527,100.026
Lose Control,7CHi4DtfK4heMlQaudCuHK,MEDUZA,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935
In My Head,6St9lR6dhV2tpCNVz7qfrS,Jason Derulo,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009
1999 She,6hwYxvmMI0UflYGmDOXys9,Deaton Chris Anthony,0.547,0.627,4,-11.128,0,0.0909,0.0756,0.0415,0.0859,0.559,127.736
Vibe,7btQ8AOjr6zXoGHEmxL5u5,Cookiee Kawaii,0.759,0.561,10,-8.74,1,0.384,0.0676,0.00951,0.117,0.169,159.995
Mambo No. 5 (a Little Bit of...),6x4tKaOzfNJpEJHySoiJcs,Lou Bega,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06
All Dat (with Megan Thee Stallion),2eukAOMjUM4pxnOdIsUia9,Moneybagg Yo,0.792,0.772,2,-3.904,1,0.27,0.00534,0.0,0.237,0.414,120.047
Cradles,1y4jsQt7MjnZhiD1L6qFBC,Sub Urban,0.534,0.589,1,-1.865,1,0.325,0.256,6.02e-05,0.176,0.632,78.616
